ir,red,heart_rate,gsr,spo2,temp,cortisol
48886.0,42098.0,79.0,290.0,98.0,32.0,25.0
55326.0,55960.0,68.0,181.0,101.0,32.0,25.0
57263.0,45061.0,60.0,763.0,96.0,33.0,5.0
45418.0,40784.0,66.0,273.0,97.0,33.0,25.0
45815.0,51191.0,67.0,649.0,100.0,32.0,5.0
49298.0,56722.0,80.0,300.0,98.0,32.0,25.0
51538.0,51318.0,87.0,763.0,96.0,32.0,5.0
47377.0,49024.0,60.0,941.0,95.0,33.0,5.0
56761.0,50046.0,79.0,163.0,96.0,33.0,25.0
52120.0,55074.0,63.0,283.0,96.0,32.0,25.0
50197.0,43629.0,81.0,655.0,97.0,33.0,5.0
42820.0,47441.0,69.0,603.0,97.0,33.0,5.0
43421.0,45737.0,64.0,655.0,98.0,32.0,5.0
51405.0,42161.0,83.0,385.0,95.0,32.0,25.0
39337.0,46358.0,69.0,898.0,97.0,32.0,5.0
55063.0,53539.0,72.0,524.0,93.0,32.0,19.71
49209.0,50833.0,53.0,257.0,97.0,33.0,25.0
66215.0,51222.0,84.0,449.0,99.0,32.0,25.0
61540.0,48732.0,83.0,259.0,94.0,33.0,25.0
49093.0,50617.0,75.0,818.0,98.0,33.0,5.0
49468.0,43997.0,60.0,368.0,96.0,32.0,25.0
54978.0,46452.0,87.0,598.0,99.0,33.0,6.75
58516.0,48960.0,68.0,406.0,97.0,32.0,25.0
41810.0,49388.0,70.0,377.0,98.0,32.0,25.0
41068.0,49601.0,98.0,118.0,97.0,32.0,25.0
46890.0,47308.0,68.0,620.0,100.0,33.0,5.0
52914.0,46113.0,82.0,760.0,98.0,33.0,5.0
52484.0,63789.0,81.0,317.0,96.0,32.0,25.0
55349.0,52534.0,79.0,191.0,97.0,33.0,25.0
44002.0,50066.0,78.0,661.0,96.0,33.0,5.0
38419.0,46834.0,79.0,171.0,97.0,32.0,25.0
54290.0,45744.0,78.0,744.0,96.0,32.0,5.0
45859.0,47346.0,74.0,319.0,96.0,32.0,25.0
39908.0,49464.0,90.0,279.0,97.0,32.0,25.0
50725.0,38598.0,62.0,550.0,97.0,33.0,8.31
53966.0,40153.0,85.0,292.0,99.0,32.0,25.0
49390.0,44816.0,83.0,359.0,96.0,32.0,25.0
47711.0,49036.0,82.0,571.0,93.0,32.0,10.9
49203.0,46804.0,86.0,14.0,96.0,33.0,25.0
48147.0,55391.0,74.0,828.0,94.0,32.0,5.0
43260.0,40588.0,56.0,509.0,98.0,33.0,8.76
46427.0,44243.0,74.0,241.0,94.0,32.0,25.0
52606.0,55600.0,65.0,297.0,95.0,33.0,25.0
51608.0,48656.0,68.0,698.0,96.0,32.0,5.0
50840.0,52424.0,63.0,620.0,100.0,33.0,5.0
45024.0,58256.0,70.0,777.0,95.0,33.0,5.0
49092.0,44531.0,69.0,363.0,97.0,33.0,25.0
39115.0,47503.0,51.0,559.0,98.0,32.0,5.0
50892.0,46638.0,82.0,585.0,100.0,32.0,10.81
57144.0,38227.0,97.0,639.0,99.0,34.0,10.28
42629.0,46448.0,81.0,725.0,99.0,33.0,5.0
47070.0,52405.0,73.0,357.0,99.0,32.0,25.0
51646.0,50703.0,74.0,477.0,95.0,32.0,25.0
56264.0,51095.0,71.0,378.0,98.0,32.0,25.0
47759.0,46122.0,76.0,489.0,99.0,32.0,21.71
46539.0,44720.0,75.0,640.0,95.0,33.0,5.0
40155.0,54346.0,67.0,169.0,96.0,33.0,25.0
50517.0,45513.0,92.0,722.0,95.0,32.0,5.0
60210.0,49470.0,60.0,272.0,99.0,32.0,25.0
51387.0,48817.0,82.0,439.0,97.0,32.0,25.0
49889.0,55309.0,74.0,749.0,96.0,32.0,5.0
51610.0,52857.0,94.0,566.0,94.0,32.0,17.7
49945.0,41524.0,78.0,568.0,97.0,32.0,9.61
45935.0,42062.0,71.0,264.0,96.0,32.0,25.0
54116.0,50895.0,73.0,291.0,97.0,32.0,25.0
51129.0,47678.0,75.0,688.0,95.0,32.0,5.0
50088.0,45724.0,64.0,382.0,97.0,32.0,25.0
45123.0,53078.0,67.0,401.0,96.0,33.0,25.0
56518.0,48937.0,57.0,693.0,95.0,33.0,5.0
53324.0,48262.0,66.0,290.0,94.0,33.0,25.0
47235.0,51899.0,76.0,554.0,95.0,32.0,10.96
55009.0,46124.0,78.0,509.0,97.0,33.0,22.13
47512.0,55843.0,55.0,499.0,97.0,33.0,19.34
46090.0,44060.0,74.0,396.0,98.0,32.0,25.0
46201.0,51285.0,81.0,384.0,98.0,33.0,25.0
41145.0,55169.0,73.0,284.0,95.0,32.0,25.0
52358.0,41114.0,69.0,597.0,99.0,32.0,6.47
40844.0,46283.0,71.0,366.0,96.0,33.0,25.0
43858.0,53711.0,70.0,694.0,98.0,33.0,5.0
39622.0,53786.0,69.0,455.0,97.0,32.0,21.74
49570.0,47143.0,77.0,288.0,98.0,34.0,25.0
49248.0,44327.0,98.0,452.0,97.0,32.0,25.0
48367.0,52780.0,68.0,418.0,98.0,32.0,25.0
44787.0,53918.0,72.0,702.0,97.0,33.0,5.0
44139.0,42177.0,74.0,426.0,99.0,33.0,24.47
52322.0,41980.0,68.0,445.0,95.0,33.0,22.08
47247.0,49126.0,86.0,782.0,93.0,32.0,5.0
51582.0,51147.0,51.0,602.0,95.0,33.0,5.0
45574.0,46505.0,70.0,833.0,99.0,33.0,5.0
50905.0,51396.0,83.0,752.0,97.0,33.0,5.0
56516.0,44449.0,72.0,323.0,97.0,32.0,25.0
52931.0,37427.0,67.0,698.0,95.0,31.0,5.0
47938.0,45880.0,79.0,805.0,97.0,33.0,5.0
51286.0,48316.0,84.0,807.0,95.0,32.0,5.0
48797.0,46621.0,77.0,698.0,95.0,32.0,5.0
50039.0,42207.0,67.0,694.0,96.0,32.0,5.0
48372.0,38922.0,80.0,439.0,98.0,32.0,25.0
49178.0,45430.0,71.0,333.0,98.0,32.0,25.0
51060.0,52488.0,82.0,430.0,98.0,32.0,25.0
45033.0,54281.0,90.0,167.0,94.0,33.0,25.0
44921.0,53939.0,49.0,769.0,97.0,33.0,5.0
43057.0,43920.0,76.0,443.0,97.0,32.0,22.21
41999.0,42231.0,58.0,758.0,94.0,32.0,5.0
43914.0,50483.0,99.0,254.0,97.0,33.0,25.0
50797.0,51176.0,70.0,717.0,96.0,33.0,5.0
45536.0,50001.0,82.0,401.0,98.0,33.0,25.0
52568.0,37930.0,75.0,243.0,97.0,32.0,25.0
50174.0,43666.0,67.0,825.0,96.0,33.0,5.0
40157.0,47852.0,66.0,721.0,99.0,32.0,5.0
53275.0,50436.0,91.0,542.0,93.0,32.0,25.0
54054.0,51837.0,85.0,507.0,97.0,33.0,25.0
45031.0,48721.0,94.0,588.0,93.0,31.0,16.07
52101.0,49654.0,76.0,539.0,95.0,34.0,24.72
45718.0,48424.0,78.0,342.0,98.0,33.0,25.0
50488.0,51428.0,72.0,418.0,94.0,33.0,25.0
43678.0,49564.0,72.0,892.0,94.0,32.0,5.0
41034.0,48329.0,65.0,1034.0,102.0,32.0,5.0
48086.0,46658.0,76.0,813.0,94.0,33.0,5.0
49381.0,48406.0,67.0,596.0,100.0,32.0,8.81
48012.0,50423.0,79.0,432.0,97.0,32.0,25.0
44080.0,49337.0,77.0,340.0,96.0,33.0,25.0
48001.0,49904.0,78.0,354.0,98.0,32.0,25.0
51346.0,54714.0,92.0,389.0,100.0,33.0,25.0
49776.0,49326.0,75.0,930.0,95.0,32.0,5.0
50913.0,44755.0,83.0,861.0,96.0,32.0,5.0
46649.0,52418.0,96.0,649.0,99.0,32.0,5.0
55859.0,41169.0,88.0,308.0,98.0,33.0,25.0
44119.0,42593.0,87.0,679.0,99.0,32.0,5.0
52438.0,49679.0,72.0,452.0,98.0,33.0,25.0
55909.0,50582.0,77.0,69.0,101.0,32.0,25.0
52405.0,41775.0,62.0,557.0,97.0,32.0,7.93
48987.0,46086.0,80.0,332.0,97.0,33.0,25.0
47359.0,44970.0,78.0,338.0,98.0,32.0,25.0
55180.0,45567.0,75.0,450.0,97.0,33.0,25.0
42885.0,52718.0,85.0,400.0,99.0,32.0,25.0
45149.0,51533.0,63.0,493.0,97.0,32.0,15.69
48012.0,47904.0,91.0,484.0,99.0,32.0,23.96
56188.0,45270.0,84.0,125.0,99.0,32.0,25.0
51899.0,41252.0,74.0,804.0,98.0,32.0,5.0
45160.0,55101.0,74.0,303.0,98.0,32.0,25.0
48448.0,50961.0,80.0,310.0,95.0,33.0,25.0
46928.0,44467.0,90.0,434.0,96.0,32.0,25.0
46451.0,51598.0,76.0,478.0,99.0,32.0,25.0
54894.0,47649.0,76.0,792.0,100.0,32.0,5.0
43141.0,46564.0,75.0,554.0,93.0,33.0,9.78
58044.0,50176.0,93.0,613.0,96.0,33.0,15.32
54141.0,44293.0,71.0,555.0,97.0,32.0,15.31
55454.0,46281.0,75.0,546.0,95.0,32.0,15.43
47685.0,48607.0,90.0,562.0,95.0,33.0,15.89
49250.0,45503.0,76.0,113.0,98.0,32.0,25.0
42834.0,51345.0,86.0,450.0,100.0,33.0,25.0
47377.0,57345.0,66.0,732.0,93.0,32.0,5.0
52468.0,44229.0,73.0,1288.0,97.0,32.0,5.0
56480.0,39674.0,90.0,259.0,98.0,33.0,25.0
44464.0,37991.0,68.0,585.0,99.0,33.0,5.0
48172.0,47248.0,73.0,386.0,98.0,33.0,25.0
49244.0,44684.0,78.0,910.0,101.0,33.0,5.0
43021.0,49039.0,65.0,229.0,97.0,33.0,25.0
52957.0,48663.0,71.0,625.0,100.0,32.0,5.0
46380.0,39984.0,76.0,219.0,96.0,32.0,25.0
49023.0,38926.0,75.0,436.0,97.0,33.0,25.0
47740.0,49480.0,88.0,493.0,95.0,33.0,25.0
46053.0,48677.0,90.0,714.0,99.0,33.0,5.0
49965.0,45871.0,66.0,285.0,97.0,33.0,25.0
48922.0,39714.0,76.0,633.0,98.0,32.0,5.0
48141.0,50357.0,82.0,504.0,96.0,32.0,23.34
46358.0,54359.0,90.0,555.0,98.0,33.0,22.43
51598.0,49390.0,82.0,692.0,98.0,32.0,5.0
58268.0,43763.0,78.0,243.0,95.0,33.0,25.0
50699.0,48223.0,82.0,662.0,95.0,32.0,5.0
54981.0,41169.0,82.0,386.0,97.0,33.0,25.0
43049.0,53290.0,66.0,719.0,98.0,33.0,5.0
50789.0,48409.0,77.0,567.0,101.0,32.0,9.46
44513.0,39159.0,90.0,458.0,98.0,32.0,25.0
42615.0,46497.0,73.0,382.0,99.0,32.0,25.0
46303.0,50317.0,76.0,665.0,94.0,33.0,5.0
55959.0,46335.0,73.0,752.0,101.0,31.0,5.0
54750.0,46621.0,52.0,393.0,98.0,33.0,25.0
51215.0,41878.0,75.0,273.0,97.0,32.0,25.0
42336.0,50833.0,78.0,639.0,97.0,33.0,5.0
49019.0,44758.0,70.0,210.0,95.0,33.0,25.0
51509.0,37218.0,63.0,239.0,95.0,32.0,25.0
50878.0,46144.0,66.0,287.0,101.0,32.0,25.0
40781.0,52906.0,83.0,417.0,95.0,33.0,25.0
45548.0,46065.0,95.0,233.0,95.0,33.0,25.0
49680.0,56690.0,89.0,112.0,96.0,32.0,25.0
52681.0,50145.0,62.0,273.0,95.0,32.0,25.0
39019.0,49694.0,84.0,628.0,97.0,32.0,5.0
49189.0,47358.0,68.0,246.0,99.0,32.0,25.0
50715.0,47659.0,69.0,432.0,96.0,33.0,25.0
54248.0,46683.0,70.0,889.0,94.0,32.0,5.0
53464.0,46489.0,82.0,490.0,98.0,32.0,25.0
52913.0,50654.0,85.0,569.0,97.0,32.0,12.72
46000.0,43321.0,74.0,311.0,99.0,32.0,25.0
40460.0,42621.0,74.0,933.0,96.0,33.0,5.0
48035.0,42384.0,80.0,392.0,96.0,32.0,25.0
55008.0,58228.0,81.0,454.0,97.0,32.0,25.0
56967.0,50652.0,87.0,763.0,97.0,32.0,5.0
53553.0,49522.0,62.0,464.0,96.0,32.0,24.05
52147.0,42712.0,75.0,510.0,96.0,32.0,19.69
51898.0,51117.0,64.0,444.0,93.0,33.0,25.0
47219.0,47417.0,74.0,445.0,96.0,33.0,25.0
49350.0,49071.0,73.0,574.0,98.0,33.0,10.46
58345.0,43117.0,75.0,611.0,99.0,32.0,5.0
45287.0,48801.0,67.0,371.0,96.0,33.0,25.0
58074.0,45881.0,60.0,347.0,100.0,32.0,25.0
48390.0,44172.0,54.0,378.0,97.0,32.0,25.0
56627.0,51671.0,74.0,220.0,94.0,33.0,25.0
42966.0,40311.0,71.0,182.0,94.0,33.0,25.0
52930.0,50824.0,68.0,559.0,99.0,33.0,13.19
46316.0,51422.0,88.0,688.0,96.0,33.0,5.0
42924.0,43602.0,66.0,674.0,95.0,32.0,5.0
51093.0,43898.0,89.0,24.0,92.0,33.0,25.0
55047.0,46885.0,91.0,451.0,96.0,33.0,25.0
45775.0,49410.0,55.0,280.0,98.0,34.0,25.0
42505.0,47236.0,76.0,529.0,96.0,32.0,17.57
49541.0,50168.0,71.0,416.0,95.0,33.0,25.0
49563.0,56815.0,46.0,618.0,96.0,33.0,5.6
52742.0,45461.0,61.0,496.0,99.0,32.0,22.78
54748.0,39424.0,83.0,121.0,94.0,33.0,25.0
49703.0,52130.0,95.0,307.0,96.0,33.0,25.0
59278.0,56417.0,84.0,501.0,99.0,32.0,25.0
51121.0,49964.0,78.0,518.0,98.0,32.0,21.33
48268.0,42561.0,75.0,219.0,97.0,32.0,25.0
41942.0,47381.0,92.0,193.0,96.0,32.0,25.0
48687.0,42407.0,96.0,511.0,97.0,33.0,25.0
48318.0,51214.0,69.0,219.0,96.0,33.0,25.0
54802.0,41244.0,55.0,166.0,95.0,33.0,25.0
52312.0,46499.0,54.0,411.0,95.0,32.0,25.0
44103.0,42978.0,88.0,402.0,99.0,33.0,25.0
50861.0,48634.0,75.0,324.0,97.0,33.0,25.0
53358.0,46168.0,77.0,359.0,98.0,32.0,25.0
57640.0,48884.0,57.0,503.0,97.0,33.0,22.21
54438.0,48112.0,67.0,356.0,98.0,32.0,25.0
53804.0,43067.0,72.0,514.0,96.0,33.0,23.03
50300.0,51134.0,77.0,424.0,96.0,33.0,25.0
51942.0,47756.0,71.0,534.0,95.0,33.0,18.46
56248.0,43057.0,65.0,676.0,94.0,32.0,5.0
43336.0,59205.0,67.0,668.0,95.0,33.0,5.0
48253.0,50382.0,87.0,758.0,96.0,33.0,5.0
46137.0,47234.0,77.0,668.0,94.0,32.0,5.0
51896.0,55076.0,81.0,548.0,94.0,33.0,17.6
56151.0,57209.0,66.0,413.0,99.0,32.0,25.0
47015.0,47273.0,45.0,422.0,97.0,32.0,22.11
38048.0,49737.0,70.0,324.0,96.0,31.0,25.0
47939.0,43060.0,66.0,501.0,102.0,32.0,21.73
54567.0,47264.0,78.0,639.0,94.0,33.0,5.0
52688.0,47005.0,108.0,355.0,99.0,33.0,25.0
52141.0,48924.0,82.0,493.0,97.0,32.0,25.0
48600.0,49664.0,102.0,365.0,99.0,33.0,25.0
43605.0,50799.0,81.0,542.0,97.0,33.0,19.5
52576.0,49188.0,69.0,390.0,93.0,32.0,25.0
45829.0,41946.0,78.0,352.0,97.0,32.0,25.0
60920.0,43308.0,93.0,364.0,98.0,33.0,25.0
52853.0,45268.0,93.0,601.0,93.0,32.0,10.6
47097.0,46589.0,69.0,481.0,101.0,32.0,25.0
46943.0,53254.0,78.0,414.0,98.0,33.0,25.0
49535.0,42185.0,61.0,552.0,98.0,33.0,8.7
48802.0,46213.0,83.0,417.0,95.0,32.0,25.0
55584.0,52765.0,91.0,725.0,98.0,32.0,5.0
50932.0,46501.0,75.0,305.0,99.0,32.0,25.0
46342.0,50302.0,68.0,463.0,98.0,32.0,22.13
59452.0,47302.0,79.0,219.0,97.0,33.0,25.0
50247.0,49284.0,79.0,431.0,95.0,32.0,25.0
53844.0,46858.0,76.0,164.0,97.0,32.0,25.0
46959.0,51335.0,77.0,649.0,96.0,33.0,5.06
51816.0,40275.0,73.0,653.0,98.0,33.0,5.0
51556.0,46183.0,85.0,657.0,95.0,33.0,5.0
40552.0,49483.0,82.0,506.0,98.0,32.0,20.83
60076.0,50668.0,65.0,324.0,95.0,32.0,25.0
56453.0,55465.0,65.0,340.0,96.0,32.0,25.0
48014.0,46045.0,72.0,806.0,98.0,33.0,5.0
44489.0,55397.0,82.0,787.0,96.0,33.0,5.0
51738.0,44705.0,76.0,525.0,98.0,32.0,19.75
50433.0,54643.0,69.0,397.0,98.0,32.0,25.0
51778.0,52087.0,78.0,774.0,96.0,32.0,5.0
50958.0,43433.0,72.0,361.0,99.0,32.0,25.0
52531.0,49535.0,84.0,546.0,97.0,32.0,19.24
57237.0,47744.0,78.0,770.0,99.0,33.0,5.0
52841.0,51128.0,72.0,333.0,101.0,32.0,25.0
44752.0,46884.0,77.0,666.0,97.0,33.0,5.0
56813.0,46464.0,88.0,604.0,98.0,32.0,13.93
58203.0,54845.0,69.0,492.0,96.0,32.0,23.14
65760.0,47506.0,79.0,301.0,95.0,32.0,25.0
44383.0,52132.0,74.0,355.0,97.0,32.0,25.0
51214.0,46873.0,79.0,558.0,94.0,33.0,14.21
39590.0,56333.0,68.0,215.0,95.0,33.0,25.0
52766.0,44608.0,76.0,526.0,98.0,32.0,19.64
47259.0,44929.0,86.0,608.0,96.0,32.0,5.0
59617.0,55623.0,66.0,697.0,98.0,33.0,5.0
46127.0,45775.0,62.0,220.0,98.0,32.0,25.0
41554.0,56005.0,62.0,763.0,101.0,32.0,5.0
47644.0,52459.0,63.0,839.0,98.0,33.0,5.0
40123.0,47227.0,81.0,582.0,99.0,32.0,5.0
53755.0,38934.0,61.0,292.0,98.0,33.0,25.0
39675.0,47903.0,72.0,434.0,98.0,32.0,25.0
50142.0,48508.0,81.0,490.0,99.0,33.0,25.0
39611.0,53836.0,79.0,554.0,98.0,32.0,12.41
48399.0,55942.0,71.0,504.0,97.0,32.0,20.92
58217.0,44575.0,77.0,556.0,97.0,33.0,18.6
51803.0,52006.0,76.0,482.0,98.0,32.0,25.0
45683.0,51827.0,73.0,553.0,96.0,33.0,19.63
49844.0,53367.0,73.0,408.0,96.0,33.0,25.0
50090.0,50493.0,97.0,432.0,100.0,34.0,25.0
52363.0,38288.0,83.0,385.0,101.0,32.0,25.0
43166.0,47223.0,100.0,883.0,95.0,32.0,5.0
52963.0,42221.0,70.0,793.0,96.0,33.0,5.0
36478.0,46987.0,74.0,611.0,99.0,32.0,5.0
46851.0,52900.0,62.0,765.0,98.0,32.0,5.0
47559.0,49526.0,67.0,660.0,98.0,33.0,5.0
53167.0,53740.0,94.0,536.0,99.0,32.0,23.78
50113.0,49709.0,70.0,199.0,97.0,32.0,25.0
42972.0,41508.0,94.0,448.0,98.0,33.0,25.0
45075.0,35396.0,63.0,433.0,98.0,33.0,24.12
50993.0,48744.0,64.0,273.0,95.0,32.0,25.0
49605.0,46930.0,72.0,203.0,98.0,32.0,25.0
47104.0,43115.0,74.0,599.0,99.0,32.0,5.0
47596.0,39497.0,84.0,565.0,96.0,33.0,7.26
53481.0,44326.0,80.0,267.0,97.0,32.0,25.0
47412.0,47028.0,71.0,351.0,97.0,32.0,25.0
49560.0,51329.0,74.0,732.0,96.0,32.0,5.0
60850.0,48943.0,72.0,324.0,98.0,33.0,25.0
42882.0,56040.0,66.0,534.0,96.0,32.0,11.57
40741.0,42822.0,66.0,462.0,100.0,31.0,18.07
53918.0,52405.0,85.0,601.0,98.0,32.0,6.82
46607.0,48236.0,57.0,329.0,95.0,32.0,25.0
48409.0,51473.0,91.0,518.0,100.0,32.0,25.0
46094.0,45817.0,72.0,534.0,97.0,32.0,13.85
48701.0,53358.0,67.0,546.0,96.0,32.0,15.25
57993.0,49476.0,82.0,516.0,99.0,32.0,23.33
54011.0,44603.0,90.0,569.0,98.0,32.0,13.81
54311.0,47940.0,86.0,938.0,93.0,33.0,5.0
42919.0,46802.0,80.0,1012.0,96.0,33.0,5.0
44244.0,50446.0,86.0,372.0,98.0,33.0,25.0
35805.0,42101.0,58.0,36.0,93.0,33.0,25.0
45953.0,47853.0,70.0,619.0,97.0,33.0,5.0
54784.0,49977.0,66.0,537.0,97.0,32.0,20.22
52585.0,48165.0,87.0,712.0,95.0,33.0,5.0
48892.0,54735.0,71.0,557.0,98.0,32.0,20.53
49888.0,51870.0,83.0,512.0,97.0,32.0,25.0
46556.0,47963.0,80.0,726.0,95.0,33.0,5.0
51024.0,49083.0,66.0,754.0,99.0,33.0,5.0
53829.0,49478.0,69.0,223.0,99.0,32.0,25.0
41921.0,50016.0,88.0,337.0,96.0,33.0,25.0
51498.0,38872.0,67.0,479.0,97.0,33.0,24.68
54662.0,46492.0,76.0,520.0,98.0,32.0,20.27
47924.0,40578.0,67.0,455.0,97.0,32.0,24.08
53504.0,54391.0,72.0,587.0,93.0,33.0,15.87
64073.0,47696.0,75.0,699.0,98.0,33.0,5.0
49478.0,47033.0,67.0,845.0,95.0,33.0,5.0
51967.0,52484.0,65.0,616.0,96.0,31.0,6.45
46310.0,50112.0,78.0,330.0,100.0,33.0,25.0
50906.0,42357.0,67.0,471.0,97.0,32.0,23.34
52301.0,47645.0,67.0,485.0,97.0,32.0,20.83
50974.0,46324.0,66.0,603.0,98.0,32.0,5.46
44902.0,39277.0,74.0,578.0,98.0,33.0,5.0
51032.0,44549.0,84.0,910.0,95.0,34.0,5.0
57311.0,47082.0,90.0,408.0,97.0,33.0,25.0
52243.0,47425.0,68.0,577.0,97.0,32.0,8.34
54810.0,40589.0,97.0,971.0,98.0,32.0,5.0
48815.0,53758.0,65.0,383.0,98.0,33.0,25.0
53750.0,47489.0,86.0,529.0,102.0,32.0,21.47
51396.0,48188.0,68.0,311.0,95.0,33.0,25.0
45245.0,50003.0,66.0,516.0,99.0,33.0,14.89
51593.0,44060.0,68.0,344.0,99.0,33.0,25.0
45042.0,50282.0,74.0,709.0,98.0,32.0,5.0
46836.0,46165.0,81.0,529.0,96.0,32.0,18.6
50947.0,43517.0,82.0,313.0,100.0,32.0,25.0
51486.0,50867.0,66.0,668.0,93.0,32.0,5.0
44054.0,55458.0,65.0,536.0,96.0,33.0,15.2
55270.0,51624.0,66.0,691.0,99.0,33.0,5.0
52860.0,52615.0,74.0,270.0,96.0,33.0,25.0
46476.0,45397.0,73.0,574.0,100.0,32.0,5.0
42312.0,40012.0,65.0,655.0,94.0,33.0,5.0
49275.0,55451.0,78.0,415.0,95.0,32.0,25.0
47770.0,58273.0,98.0,248.0,96.0,32.0,25.0
50566.0,55714.0,70.0,492.0,98.0,33.0,24.95
48184.0,46321.0,71.0,746.0,97.0,33.0,5.0
39963.0,42227.0,81.0,725.0,96.0,32.0,5.0
48058.0,42672.0,69.0,414.0,100.0,33.0,25.0
48472.0,39581.0,82.0,243.0,100.0,33.0,25.0
53168.0,47463.0,68.0,414.0,96.0,33.0,25.0
46509.0,56028.0,93.0,406.0,94.0,33.0,25.0
58393.0,47292.0,78.0,589.0,93.0,32.0,10.02
40442.0,49512.0,69.0,479.0,97.0,33.0,21.76
56556.0,54878.0,69.0,349.0,98.0,33.0,25.0
48878.0,45980.0,70.0,721.0,97.0,32.0,5.0
54298.0,58178.0,89.0,528.0,97.0,32.0,25.0
50399.0,57960.0,62.0,587.0,95.0,32.0,8.92
55698.0,47344.0,68.0,155.0,98.0,32.0,25.0
48063.0,45112.0,69.0,15.0,100.0,32.0,25.0
44507.0,51486.0,75.0,212.0,93.0,33.0,25.0
57103.0,46262.0,72.0,404.0,97.0,32.0,25.0
49433.0,42217.0,60.0,615.0,95.0,32.0,5.0
51108.0,54406.0,71.0,32.0,94.0,34.0,25.0
56174.0,54082.0,74.0,819.0,95.0,32.0,5.0
44840.0,48778.0,69.0,534.0,98.0,32.0,5.96
52977.0,41686.0,82.0,772.0,98.0,32.0,5.0
47051.0,41852.0,84.0,323.0,100.0,32.0,25.0
49339.0,48536.0,74.0,601.0,97.0,32.0,6.97
50361.0,45501.0,77.0,517.0,93.0,32.0,20.65
42499.0,46295.0,53.0,664.0,97.0,32.0,5.0
46106.0,53110.0,71.0,453.0,94.0,33.0,25.0
56755.0,51666.0,85.0,595.0,95.0,33.0,15.99
54431.0,54891.0,71.0,720.0,98.0,32.0,5.0
49687.0,43047.0,68.0,370.0,97.0,33.0,25.0
51216.0,46284.0,98.0,548.0,98.0,32.0,21.84
48529.0,51795.0,93.0,122.0,96.0,32.0,25.0
56783.0,50240.0,80.0,641.0,99.0,32.0,8.65
48998.0,55662.0,86.0,891.0,96.0,33.0,5.0
51159.0,50103.0,53.0,251.0,99.0,32.0,25.0
55730.0,57241.0,67.0,482.0,98.0,32.0,25.0
46113.0,50700.0,70.0,676.0,97.0,33.0,5.0
57794.0,53311.0,73.0,506.0,97.0,32.0,25.0
42348.0,46382.0,70.0,533.0,97.0,33.0,5.56
58148.0,48071.0,49.0,422.0,100.0,32.0,24.2
48137.0,52555.0,79.0,414.0,97.0,33.0,25.0
48787.0,56065.0,80.0,483.0,97.0,33.0,20.91
40550.0,51646.0,91.0,508.0,97.0,32.0,22.1
47726.0,47584.0,67.0,264.0,99.0,33.0,25.0
44801.0,54887.0,66.0,487.0,98.0,33.0,23.83
46962.0,37040.0,48.0,814.0,96.0,32.0,5.0
49313.0,40889.0,72.0,416.0,95.0,33.0,25.0
54789.0,51408.0,84.0,253.0,95.0,33.0,25.0
51038.0,48071.0,69.0,470.0,97.0,33.0,21.26
51538.0,51028.0,96.0,357.0,100.0,33.0,25.0
44522.0,48322.0,72.0,232.0,96.0,32.0,25.0
45596.0,50855.0,76.0,528.0,96.0,33.0,15.25
58994.0,43928.0,61.0,358.0,93.0,33.0,25.0
46324.0,50852.0,78.0,375.0,100.0,33.0,25.0
58281.0,52972.0,55.0,531.0,98.0,32.0,16.46
48785.0,54103.0,82.0,193.0,99.0,33.0,25.0
50011.0,58068.0,82.0,152.0,99.0,32.0,25.0
55352.0,49220.0,89.0,634.0,97.0,33.0,5.0
56359.0,49370.0,65.0,114.0,97.0,33.0,25.0
49446.0,40384.0,77.0,305.0,100.0,32.0,25.0
48059.0,45343.0,81.0,140.0,97.0,33.0,25.0
49720.0,47035.0,79.0,403.0,98.0,32.0,25.0
51690.0,53252.0,66.0,586.0,99.0,33.0,7.36
54457.0,44945.0,51.0,522.0,98.0,32.0,16.56
50021.0,51982.0,78.0,978.0,97.0,32.0,5.0
53094.0,47992.0,73.0,717.0,97.0,33.0,5.0
58192.0,47114.0,69.0,314.0,99.0,33.0,25.0
51907.0,49244.0,83.0,261.0,99.0,33.0,25.0
51558.0,46044.0,75.0,1041.0,99.0,32.0,5.0
42405.0,45855.0,62.0,713.0,98.0,32.0,5.0
36846.0,39476.0,56.0,618.0,98.0,33.0,5.0
51942.0,46760.0,64.0,515.0,96.0,32.0,18.79
49526.0,45600.0,99.0,555.0,96.0,33.0,17.28
47426.0,45420.0,82.0,204.0,99.0,33.0,25.0
51218.0,50084.0,77.0,531.0,96.0,32.0,23.44
49698.0,51293.0,73.0,514.0,97.0,33.0,23.63
55639.0,49161.0,73.0,319.0,100.0,33.0,25.0
50431.0,52977.0,87.0,392.0,99.0,32.0,25.0
46265.0,50878.0,70.0,803.0,98.0,33.0,5.0
54951.0,46525.0,81.0,475.0,96.0,32.0,25.0
48914.0,45686.0,72.0,914.0,97.0,33.0,5.0
52633.0,49564.0,94.0,152.0,99.0,32.0,25.0
47613.0,50869.0,82.0,396.0,97.0,33.0,25.0
46751.0,54989.0,87.0,191.0,96.0,33.0,25.0
50421.0,53956.0,69.0,258.0,99.0,32.0,25.0
50064.0,45293.0,86.0,334.0,97.0,32.0,25.0
52399.0,47490.0,72.0,563.0,96.0,32.0,9.54
48657.0,51355.0,76.0,553.0,98.0,32.0,20.39
40818.0,53340.0,91.0,364.0,99.0,32.0,25.0
